datum;gremium;top;titel;beschlussstatus;berichte;beschlusshinweis;abstimmungshinweis
2025-09-17;Marktgemeinderat;9.2;Wasserversorgung Imberggebiet: Vergabe der Bauleistungen für den Rohrleitungsbau - Beschlussfassung (beschließend);beschließend vorgesehen;1;Neue Richtlinien für die Vergabe von Wohnbaugrundstücken in gemeindeeigenen Baugebieten beschlossen Im Bau- und Umweltausschuss wurden die neuen Vergaberichtlinien erarbeitet und nun dem Marktgemeinderat zum Beschluss empfohlen. Der Marktgemeinderat beschloss die vorgelegte Vergaberichtlinie mit der Änderung, dass der Erbbauzins auf 2,5 % abgeändert wird, dass das Grundstück nach vierzig Jahren über den Erbbauzins fi;
2025-09-17;Marktgemeinderat;9.3;Bauhof Oberstaufen: Ersatzbeschaffung für Radlader (OA-Q 4976) - Beschlussfassung (beschließend);beschließend vorgesehen;1;Ersatzbeschaffung eines Radladers für den Bauhof Oberstaufen Der vorhandene Radlader der Marke Atlas ist Baujahr 2017. Aufgrund einer neuen arbeitsrechtlichen Vorschrift darf der vorhandene Arbeitskorb so nicht mehr weiterbetrieben werden. Aktuell kann der Arbeitskorb nur über das Cockpit des Radladers bedient werden.;
2025-09-17;Marktgemeinderat;10;Neuerlass einer Satzung über die Erhebung von Verwaltungskosten im eigenen Wirkungskreis - Beschlussfassung;kein beschließender TOP-Titel;1;;
2025-09-17;Marktgemeinderat;11;Erlass einer Verordnug über das Offenhalten von Verkaufsstellen (verkaufsoffener Sonntag) - Beschlussfassung (beschließend);beschließend vorgesehen;1;;
2025-09-17;Marktgemeinderat;12;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;;
2025-09-17;Marktgemeinderat;13;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2025-07-30;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;2.1;"Schloßstraße 30b, Fl.-Nr. 159 Gem. Oberstaufen; Nutzungsänderung von Wohnungen in Ferienwohnungen; 1. Tektur vom 20.05.2025 (beschließend)";beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;2.2;"Zell 3, Fl.Nr. 3395, Gemarkung Oberstaufen; Abbruch und Neubau eines Wohnhauses mit 2 WE und Garage, Carport";kein beschließender TOP-Titel;0;;
2025-07-30;Bau- und Umweltausschuss;2.3;"Salmas 32, Fl.Nr. 1011/6, Gemarkung Thalkirchdorf; Neubau eines Einfamilienhauses mit Einliegerwohnung und Garage (beschließend)";beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;2.4;Klosterstraße 8, Fl. Nr. 1661, Gemarkung Oberstaufen, Montessori-Schule Kalzhofen - Nutzungsänderung im 2. OG (beschließend);beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;2.5;"Buchenegg 1; Fl. Nrn. 2171 und 2172 Gemarkung Oberstaufen; Erneuerung Tenne und Dach mit Wiederkehr und Gaupe - bisher 2 Wohneinheiten + 3 Ferienwohnungen, künftig 3 Wohneinheiten + 2 Ferienwohnungen (beschließend)";beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;2.6;"Orthalde 2; Fl. Nrn, 1623, 1631 Gemarkung Oberstaufen; Errichtung Maschinenschuppen (beschließend)";beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;2.7;Buchenegg, Fl.Nr. 2195/2, Gemarkung Oberstaufen Errichtung eines Infopoints an den Buchenegger Wasserfällen;kein beschließender TOP-Titel;0;;
2025-07-30;Bau- und Umweltausschuss;2.8;"Fl.-Nr. 941 Gem. Aach i. Allg.; Genehmigung der Skibar (beschließend)";beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;3;Bauvoranfragen;kein beschließender TOP-Titel;0;;
2025-07-30;Bau- und Umweltausschuss;4;Auftragsvergaben (beschließend);beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;4.1;Hochbehälter Hochsträß, Nachrüstung Be- und Entlüftung;kein beschließender TOP-Titel;0;;
2025-07-30;Bau- und Umweltausschuss;4.2;Wasserversorgung Aachrain, Nachrüstung UV-Anlage (beschließend);beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;4.3;Kanalsanierung Eigenüberwachung 2025, Vergabe Nachtragsangebot (beschließend);beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;4.4;Kommunale Wärmeplanung (beschließend);beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;5;Wasserrechtsverfahren Abwasserentsorgung, neue Bescheide (informativ);kein beschließender TOP-Titel;0;;
2025-07-30;Bau- und Umweltausschuss;6;Beratung der neuen Stellplatzsatzung (vorberatend);kein beschließender TOP-Titel;0;;
2025-07-30;Bau- und Umweltausschuss;7;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2025-07-30;Bau- und Umweltausschuss;8;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2025-07-21;Tourismusausschuss;1;Anträge zur Tagesordnung;kein beschließender TOP-Titel;0;;
2025-07-21;Tourismusausschuss;2;Genehmigung der letzten öffentlichen Sitzungsniederschrift;kein beschließender TOP-Titel;0;;
2025-07-21;Tourismusausschuss;3;Tourismusentwicklung - Zahlen, Daten, Fakten;kein beschließender TOP-Titel;0;;
2025-07-21;Tourismusausschuss;4;Wegesanierung am Alpweg Weissachtal im Bereich Hochgrat, Zuschussantrag, Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2025-07-21;Tourismusausschuss;5;Aquaria Hier: Reparaturverglasung in der Lichtkuppel (beschließend);beschließend vorgesehen;0;;
2025-07-21;Tourismusausschuss;6;Anfragen und Bekanntgaben;kein beschließender TOP-Titel;0;;
2025-07-10;Marktgemeinderat;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;1;;
2025-07-10;Marktgemeinderat;2;Auftragsvergaben;kein beschließender TOP-Titel;1;;
2025-07-10;Marktgemeinderat;2.1;Förderung des ländlichen Raums im ELER-Verfahren: Straßenbau in Laufenegg, Döbelisried, Hinterreute, Vorderreute Tiefbauarbeiten - Beschlussfassung;kein beschließender TOP-Titel;1;Juli 2025 Förderung des ländlichen Raums im ELER-Verfahren: Straßenbau in Laufenegg, Döbelisried, Hinterreute und Vorderreute, Auftragsvergabe Der Marktgemeinderat beschloss, den Auftrag an die Fa.;
2025-07-10;Marktgemeinderat;2.2;Wasserversorgung Imberggebiet, Bau Hochbehälter - Beschlussfassung (beschließend);beschließend vorgesehen;1;Wasserversorgung Imberggebiet, Bau Hochbehälter Die Räte vergaben den Auftrag zum Bau eines Hochbeh älters (90 m³) am Imberg an den günstigsten Bieter, die Firma Hawle, Freilassin g, zu einer Angebotssumme von 198.;
2025-07-10;Marktgemeinderat;2.3;Wasserversorgung Sanierung Leitungsnetz - Beschlussfassung (beschließend);beschließend vorgesehen;1;Wasserversorgung Imberggebiet, Bau Hochbehälter Die Räte vergaben den Auftrag zum Bau eines Hochbeh älters (90 m³) am Imberg an den günstigsten Bieter, die Firma Hawle, Freilassin g, zu einer Angebotssumme von 198.;
2025-07-10;Marktgemeinderat;2.4;Regenüberlaufbecken Süd, Einbau eines Rechen - Beschlussfassung (beschließend);beschließend vorgesehen;1;Wasserversorgung Imberggebiet, Bau Hochbehälter Die Räte vergaben den Auftrag zum Bau eines Hochbeh älters (90 m³) am Imberg an den günstigsten Bieter, die Firma Hawle, Freilassin g, zu einer Angebotssumme von 198.273 Euro (netto). Die Firma Hawle hat bereits den Hochbehälter am Hündle errichtet.;
2025-07-10;Marktgemeinderat;2.5;Sanierung Fußgängerzone Schloßstr / Kirchplatz, Planung - Beschlussfassung (beschließend);beschließend vorgesehen;1;Wasserversorgung Sanierung Leitungsnetz Im Zuge einer öffentlichen Ausschreibung wurde die Sanierung des Leitungsnetzes in der Schellenbergstraße, Bauhofweg und Am Alten Weih er ausgeschrieben. Geplant ist die alten Leitungsabschnitte mit Grauguss Rohren – bei denen in den letzten Jahren vermehrt Rohrbrüche auftraten – durch Duktilen-Guss bzw.;
2025-07-10;Marktgemeinderat;3;Bauleitplanung;kein beschließender TOP-Titel;1;;
2025-07-10;Marktgemeinderat;3.1;"Billigungs- und Beteiligungsbeschluss zur Aufhebung des Bebauungsplanes ""Teilbaulinienplan Wiedemannsdorf"" (beschließend)";beschließend vorgesehen;1;Bauleitplanung, Aufhebung der Bebauungspläne „Teilb aulinienplan Wiedemannsdorf“ und „Wiedemannsdorf 1“ Diese Bebauungspläne sind relativ alt und die beinh alteten Gebiete mittlerweile bebaut. Die darin getroffenen Festsetzungen sind du rch die aktuellen baurechtlichen Regelungen und teilweise geänderte, zeitgemäße plan erische Vorstellungen stehen diesen beiden Bebauungsplänen entgegen, so dass der Marktgemeinderat ;
2025-07-10;Marktgemeinderat;3.2;"Billigungs- und Beteiligungsbeschluss zur Aufhebung des Bebauungsplanes ""Wiedemannsdorf 1"" (beschließend)";beschließend vorgesehen;1;Bauleitplanung, Aufhebung der Bebauungspläne „Teilb aulinienplan Wiedemannsdorf“ und „Wiedemannsdorf 1“ Diese Bebauungspläne sind relativ alt und die beinh alteten Gebiete mittlerweile bebaut. Die darin getroffenen Festsetzungen sind du rch die aktuellen baurechtlichen Regelungen und teilweise geänderte, zeitgemäße plan erische Vorstellungen stehen diesen beiden Bebauungsplänen entgegen, so dass der Marktgemeinderat ;
2025-07-10;Marktgemeinderat;4;Tourismus Eigenbetrieb Oberstaufen;kein beschließender TOP-Titel;1;Tourismus Eigenbetrieb Oberstaufen (TEO): Bekanntma chung des kaufmännischen Jahresabschlusses 2020 Dem Marktgemeinderat wurden gemäß den einschlägigen Vorschriften der Gemeindeordnung - GO (Art. 88 Abs. 4 Satz 1 und Art . 102 Abs. 2) jeweils das Ergebnis der kameralen Jahresrechnung 2020 sowie da s des kaufmännischen Jahresabschlusses 2020 des TEO bekannt gegeben.;
2025-07-10;Marktgemeinderat;4.1;Tourismus Eigenbetrieb Oberstaufen (TEO): Bekanntmachung des kaufmännischen Jahresabschlusses 2020 / kamerale Jahresrechnung 2020 - Beschlussfassung (beschließend);beschließend vorgesehen;1;Tourismus Eigenbetrieb Oberstaufen (TEO): Bekanntma chung des kaufmännischen Jahresabschlusses 2020 Dem Marktgemeinderat wurden gemäß den einschlägigen Vorschriften der Gemeindeordnung - GO (Art. 88 Abs. 4 Satz 1 und Art . 102 Abs. 2) jeweils das Ergebnis der kameralen Jahresrechnung 2020 sowie da s des kaufmännischen Jahresabschlusses 2020 des TEO bekannt gegeben.;
2025-07-10;Marktgemeinderat;4.2;Tourismus Eigenbetrieb Oberstaufen (TEO) Beschaffung Wanderwegepflegegerät - Beschlussfassung (beschließend);beschließend vorgesehen;1;Tourismus Eigenbetrieb Oberstaufen (TEO): Bekanntma chung des kaufmännischen Jahresabschlusses 2020 Dem Marktgemeinderat wurden gemäß den einschlägigen Vorschriften der Gemeindeordnung - GO (Art. 88 Abs. 4 Satz 1 und Art . 102 Abs. 2) jeweils das Ergebnis der kameralen Jahresrechnung 2020 sowie da s des kaufmännischen Jahresabschlusses 2020 des TEO bekannt gegeben.;
2025-07-10;Marktgemeinderat;5;Durchführung der Veranstaltung „Winterzauber 2025/26“ am Standort Marienplatz Oberstaufen - Beschlussfassung (beschließend);beschließend vorgesehen;1;Juli 2025 Förderung des ländlichen Raums im ELER-Verfahren: Straßenbau in Laufenegg, Döbelisried, Hinterreute und Vorderreute, Auftragsvergabe Der Marktgemeinderat beschloss, den Auftrag an die Fa.;
2025-07-10;Marktgemeinderat;6;Unterstützung des Montessori-Kindergartens, Änderung der Defizitvereinbarung - Beschlussfassung (beschließend);beschließend vorgesehen;1;die staatliche Förderung von Kindertageseinrichtungen in Bayern und soll im kommenden Jahr reformiert werden. Daher wird den Gemeinden se itens des Bayerischen Gemeindetages aktuell davon abgeraten, langfristige Vereinbarungen mit Betreibern von Kindertageseinrichtungen zur anteiligen Übernahme von Defiziten zu treffen.;
2025-07-10;Marktgemeinderat;7;Änderung der Kurbeitragssatzung - Beschlussfassung;kein beschließender TOP-Titel;1;Änderung der Kurbeitragssatzung Der Bayerische Verwaltungsgerichtshof hatte im Rahm en eines Normenkontrollverfahrens über die Kurbeitragssatzun g des Markt Oberstaufen entschieden. Dabei kam er zu dem Ergebnis, dass die se Satzung zwar nicht wie beantragt insgesamt nichtig sei, es jedoch für die in § 3a Abs. 1 S. 1 der Satzung geregelte Pflicht zur Ausstellung einer elektronisc hen Gästekarte durch den Beherbergungs;
2025-07-10;Marktgemeinderat;8;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;1;Wasserversorgung Sanierung Leitungsnetz Im Zuge einer öffentlichen Ausschreibung wurde die Sanierung des Leitungsnetzes in der Schellenbergstraße, Bauhofweg und Am Alten Weih er ausgeschrieben. Geplant ist die alten Leitungsabschnitte mit Grauguss Rohren – bei denen in den letzten Jahren vermehrt Rohrbrüche auftraten – durch Duktilen-Guss bzw.;
2025-07-10;Marktgemeinderat;9;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;1;;
2025-07-10;Marktgemeinderat;9.1;ehem. Krankenhaus, Nutzung der Praxisräume;kein beschließender TOP-Titel;1;Über Regelarmaturen wird d ort das anfallende Mischwasser bewirtschaftet. Eine gewisse Menge wird ständig in Richtung Kläranlage abgeleitet. Bei Regenereignissen erfolgt eine Rückh altung im dort befindlichen Rückhaltebecken.;
2025-06-25;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;2.1;"""Im Holzschlag"", Fl.-Nr. 1447/10 Gem. Aach i. Allg.; Umbau an der Imbergbahn Bergstation mit Anbau eines öfftl. WCs, mit Lagerraum u. eines Aufenthaltsraumes f. Bedienstete sowie Überdachung im Ausstiegsbereich (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;2.2;"Rainwaldstraße 4, Fl.-Nr. 215/10 Gem. Oberstaufen; Umbau, Sanierung und Erweiterung des bestehenden Wohn- und Geschäftshauses mit 6 Ferienwohnungen und dem bestehenden Schnellimbiss (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;2.3;"Bahnhofstraße 6, Fl.-Nr. 101/2 Gem. Oberstaufen; Einbau von 2 Wohnungen im Bereich des vorhandenen Ladens 1 im OG (Verkleinerung der Ladenfläche, jetzt 7 anstelle von 5 Wohnungen) sowie Anbau von Balkonen auf der Süd- und Nordseite (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;2.4;"St.-Rochus-Weg 16, Fl.-Nr. 852 Gem. Aach i. Allg.; Sanierung und Umbau eines Bauernhauses (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;2.5;"Am Hungerbach 8, Fl.-Nr. 717/1 Gem. Thalkirchdorf; Umbau und Erweiterung des best. Wohnhauses mit Garage und vier Stellplätzen (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;2.6;"Meerau 34, Fl.-Nrn. 1737, 1738, 1741, 1741/1 und 1741/2 Gem. Oberstaufen; Teilabbruch, Umbau und Erweiterung des bestehenden Landhauses - hier: Planänderung (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;2.7;"Fl.-Nrn. 507 und 507/2 Gemarkung Thalkirchdorf; Ersatzbau einer Viehschutzhütte (am gleichen Standort) (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;2.8;"Dr.-Hermann-Brosig-Weg 1, Fl.-Nr. 165/4 Gem. Oberstaufen; Umnutzung einer bestehenden Arztpraxis in 2 Wohnungen (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;3;Bauvoranfragen;kein beschließender TOP-Titel;0;;
2025-06-25;Bau- und Umweltausschuss;3.1;"Willis 8, Fl.-Nrn. 684 Gem. Oberstaufen; Diverse Planänderungen im Geltungsbereich des vorhabenbezogenen Bebauungsplanes ""Hotel Bergkristall"" (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;3.2;"Osterdorf 10, Fl.-Nrn. 299, 298 Gem. Thalk; Sanierung Bauernhaus Einbau v. ca. 5 Wohnungen i. d. Alte Tenne unter Beachtung d. best. Ensembleschutzes u. Teilunterkellerung d. Gebäudes u. Neubau eins Wohnhauses m. 6 WE u. offener Garage unter d. Gebäude (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;4;Auftragsvergaben (beschließend);beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;4.1;Vergabe Neuverschindelung Dach Kapelle Buchenegg (beschließend);beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;5;"Vollzug BayStrWG; Fußweg von Mutten nach Zell (Blatt 20 Ob) - Einziehung";kein beschließender TOP-Titel;0;;
2025-06-25;Bau- und Umweltausschuss;6;Eisenbahnunterführung Bahn-km 103,117 Brücke im Moos;kein beschließender TOP-Titel;0;;
2025-06-25;Bau- und Umweltausschuss;7;"Stadt Immenstadt; Beteiligung zum Verfahren nach § 125 BauGB für die Verlegung der Seestraße im Ortsteil Bühl (informativ)";kein beschließender TOP-Titel;0;;
2025-06-25;Bau- und Umweltausschuss;8;"Gemeinde Missen-Wilhams; Bebauungsplan mit Grünordnung ""Gewerbegebiet Lußwiesen"" (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;9;"Gemeinde Stiefenhofen; Vorhabenbezogener Bebauungsplan ""Gewerbehalle Harbatshofen"" (beschließend)";beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;10;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2025-06-25;Bau- und Umweltausschuss;11;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2025-05-27;Haupt- und Finanzausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2025-05-27;Haupt- und Finanzausschuss;2;Haushaltsüberwachung Markt Oberstaufen 2025 | unterjähriges Berichtswesen - informativ (informativ);kein beschließender TOP-Titel;0;;
2025-05-27;Haupt- und Finanzausschuss;3;Kommunale Verkehrsüberwachung, Wechsel des Dienstleisters Geschwindigkeitsüberwachung - Beschlussfassung;kein beschließender TOP-Titel;0;;
2025-05-27;Haupt- und Finanzausschuss;4;Mitteilungsblatt - künftige Erscheinungshäufigkeit und Art der Verteilung - Beschlussfassung (beschließend);beschließend vorgesehen;0;;
2025-05-27;Haupt- und Finanzausschuss;5;Anfrage bezüglich Taubenproblematik - informativ (informativ);kein beschließender TOP-Titel;0;;
2025-05-27;Haupt- und Finanzausschuss;6;Genehmigung der letzten öffentlichen Sitzungsniederschrift (beschließend);beschließend vorgesehen;0;;
2025-05-27;Haupt- und Finanzausschuss;7;Anfragen und Bekanntgaben (informativ);kein beschließender TOP-Titel;0;;
2025-05-14;Bau- und Umweltausschuss;1;Anträge zur Tagesordnung (beschließend);beschließend vorgesehen;0;;
2025-05-14;Bau- und Umweltausschuss;2;Bauanträge (beschließend);beschließend vorgesehen;0;;
2025-05-14;Bau- und Umweltausschuss;2.1;"Lanzenbach 1, Fl.-Nr. 615/2 Gem. Aach i. Allg; Neubau einer Garage (beschließend)";beschließend vorgesehen;0;;
2025-05-14;Bau- und Umweltausschuss;2.2;"Konstanzer 21, Fl.-Nr. 468/8 Gem. Thalkirchdorf; Nutzungsänderung einer Wohnung (WHG 03) zu einer gewerblichen Ferienwohnung (beschließend)";beschließend vorgesehen;0;;
